Symbol,years,bh_cagr,bh_sharpe,bh_maxdd,sma_cagr,sma_sharpe,sma_maxdd,Company Name,Industry
COALINDIA,15.67419575633128,0.08837585176057705,0.22555959135390277,-0.6464921127040437,0.1085017039787659,0.30401572327520826,-0.36653688121643857,Coal India Ltd.,Oil Gas & Consumable Fuels
SAREGAMA,24.019164955509925,0.1849017839401761,0.30608515511058004,-0.9814407846285315,0.24685066576101167,0.3030367129873145,-0.9318653959505199,Saregama India Ltd,Media Entertainment & Publication
VTL,24.019164955509925,0.23424428989242463,0.2897108909481641,-0.9775544763501267,0.2998785460346227,0.30198643636772304,-0.9136141349430155,Vardhman Textiles Ltd.,Textiles
MFSL,26.510609171800137,0.13130812163760153,0.317041692834992,-0.9416754916341598,0.09217982739248498,0.3019408873935053,-0.8157053562482143,Max Financial Services Ltd.,Financial Services
TORNTPOWER,19.60848733744011,0.18710761595581626,0.47213745581744976,-0.799709969250855,0.11185650201056907,0.29997452459531515,-0.6181901907892099,Torrent Power Ltd.,Power
NLCINDIA,25.872689938398356,0.20954199152960284,0.5079975408594176,-0.8200435066745785,0.11032244398921054,0.2995940676220409,-0.6652510194651735,NLC India Ltd.,Power
ULTRACEMCO,23.904175222450377,0.16741851166954147,0.48818519654952514,-0.7933947834207279,0.09489669341145657,0.298935078737874,-0.8221158978216825,UltraTech Cement Ltd.,Construction Materials
LTF,14.904859685147159,0.14761223029639559,0.39445080369177854,-0.7671927787634131,0.11019215045529984,0.29727661363765057,-0.5880207331732006,L&T Finance Ltd.,Financial Services
JMFINANCIL,19.742642026009584,0.09630137230200075,0.31115486754901633,-0.9183658544801961,0.1090502236870059,0.296149090403761,-0.5307176408405698,JM Financial Ltd.,Financial Services
PNB,24.019164955509925,0.12218350095769126,0.3390102529371644,-0.8909505005524692,0.11042866503856397,0.29475084614452657,-0.6266847558803464,Punjab National Bank,Financial Services
GRASIM,24.019164955509925,0.20176251795070366,0.31103707915420953,-0.877281132324661,0.07984951333489376,0.2938660552950924,-0.8814386514456224,Grasim Industries Ltd.,Construction Materials
DABUR,24.019164955509925,0.19302730625269482,0.4859363850673884,-0.5506257044907599,0.10606063671321309,0.29385059105387823,-0.6328868452663752,Dabur India Ltd.,Fast Moving Consumer Goods
ASAHIINDIA,24.019164955509925,0.3068900735381226,0.31860008321910516,-0.7888976396756473,0.10055933798975847,0.2936132324495752,-0.8258678998011408,Asahi India Glass Ltd.,Automobile and Auto Components
WHIRLPOOL,23.904175222450377,0.15714194466723508,0.23920366068200638,-0.7087419178096368,0.10692161575192727,0.2928636380748432,-0.6995480479622129,Whirlpool of India Ltd.,Consumer Durables
TRIDENT,24.019164955509925,0.1638557672390204,0.2888063897060935,-0.9797049398685241,0.056186082565389706,0.2910019458976481,-0.9512203481396058,Trident Ltd.,Textiles
HINDZINC,23.904175222450377,0.3229470364240381,0.21548977241821016,-0.7486025434374094,0.10949213878263997,0.29020840931438213,-0.45584774105302395,Hindustan Zinc Ltd.,Metals & Mining
MOTILALOFS,18.822724161533195,0.08934788070977207,0.32975039725235156,-0.8795963528123565,0.08576775724723151,0.2878426251134508,-0.7847837672413231,Motilal Oswal Financial Services Ltd.,Financial Services
TRENT,24.019164955509925,0.2619111646145329,0.3023081283570722,-0.9601854556555929,0.25234714171436456,0.287337055520371,-0.9065571709184779,Trent Ltd.,Consumer Services
